0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
423,441,517,515,510,418,460,520,485,485,507,478,487,532,461,510,0
424,441,517,516,510,418,460,520,485,485,507,479,488,532,463,510,0
424,442,517,516,510,419,460,521,484,486,508,479,488,532,465,511,0
424,442,518,516,511,418,460,521,484,486,508,480,489,532,466,511,0
424,442,518,516,511,419,460,521,485,486,508,480,490,532,466,511,0
425,442,518,516,511,420,460,521,484,487,509,481,491,532,467,511,0
427,448,518,516,511,418,461,521,484,487,509,482,491,532,468,511,0
427,447,518,516,512,419,460,521,484,486,509,482,491,533,468,512,0
427,447,518,516,512,420,460,522,484,487,510,483,491,533,469,512,0
427,446,518,515,511,420,460,521,484,486,509,482,491,532,469,511,0
