0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
398,551,32,516,534,454,435,45,472,133,517,485,68,532,382,507,1
404,550,31,515,534,456,438,62,472,156,518,487,62,530,383,506,1
400,552,28,517,536,459,422,36,475,170,519,490,58,532,376,506,1
397,552,31,519,535,458,419,34,475,175,520,490,64,532,377,507,1
377,552,29,518,537,461,422,33,475,170,520,492,56,532,375,506,1
375,551,29,518,536,460,423,34,475,175,519,490,60,532,377,506,1
379,552,29,518,537,460,425,34,475,178,520,492,59,532,379,506,1
381,551,27,518,536,460,423,32,475,146,521,490,52,534,378,509,1
333,551,28,516,535,456,415,33,472,125,522,490,68,532,390,509,1
358,551,27,517,535,459,417,33,472,148,522,490,65,531,390,509,1
