0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
432,473,79,475,530,378,474,443,469,266,499,433,495,543,516,513,2
432,474,79,476,531,379,474,439,470,252,499,431,497,544,516,513,2
433,475,79,476,532,383,474,441,470,262,500,432,498,545,517,513,2
432,475,77,476,532,384,473,437,471,218,479,423,493,544,520,511,2
430,473,76,475,531,386,473,443,474,280,486,411,382,533,515,504,2
434,475,77,476,531,383,473,445,474,300,480,424,452,541,519,502,2
434,476,77,477,531,383,474,445,474,302,482,427,453,541,519,503,2
435,476,78,478,532,383,474,446,475,307,483,428,455,542,520,504,2
433,474,78,478,531,379,474,440,475,304,486,431,455,542,519,505,2
436,477,78,477,528,349,476,452,475,314,487,437,451,541,520,504,2
