0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
488,538,533,510,509,473,448,418,473,402,427,447,501,530,441,474,3
491,539,534,511,510,474,449,420,474,404,429,448,502,532,443,476,3
493,540,535,513,511,475,450,421,475,405,430,449,503,532,445,476,3
494,541,536,513,511,475,451,423,475,406,431,450,504,532,446,478,3
495,541,536,513,512,475,451,424,476,407,431,451,505,533,447,479,3
496,541,537,514,512,475,452,425,476,408,432,452,505,533,448,479,3
497,542,537,514,513,476,452,425,477,409,433,453,505,534,448,480,3
498,543,537,514,513,476,452,425,476,409,434,453,505,534,448,481,3
498,543,537,515,514,477,453,428,476,409,434,454,506,534,449,481,3
499,544,536,515,517,479,453,434,477,411,435,456,505,535,450,482,3
