0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
529,536,465,530,525,474,468,471,478,498,456,464,524,526,484,500,3
530,536,466,531,525,412,468,471,478,500,457,465,524,526,484,501,3
531,537,467,532,526,476,469,472,480,501,457,466,526,528,485,501,3
531,537,467,531,526,419,469,473,480,501,456,466,526,529,485,501,3
530,537,467,531,526,422,469,473,479,501,456,465,525,528,485,501,3
530,537,469,534,525,455,470,472,479,503,465,469,524,528,486,504,3
530,536,465,535,526,415,470,471,479,505,468,471,523,528,487,507,3
530,537,464,536,526,455,469,465,479,504,470,473,524,528,488,507,3
530,537,463,536,526,434,469,464,480,505,470,473,524,529,489,507,3
531,537,463,534,526,421,470,467,480,505,467,472,525,529,489,506,3
