0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
485,552,554,535,527,411,476,534,426,115,523,467,321,494,109,518,0
486,553,554,535,528,413,476,534,426,119,523,469,322,496,111,517,0
486,553,554,535,527,414,476,534,427,119,523,470,327,498,118,518,0
487,554,555,536,528,415,477,535,425,118,524,472,321,498,119,518,0
487,554,555,535,527,415,477,536,425,118,523,473,320,499,119,518,0
485,552,552,533,525,413,475,533,424,118,521,471,320,497,123,516,0
485,551,553,533,525,415,474,533,427,123,522,471,325,498,127,517,0
486,552,553,533,525,415,475,534,427,118,521,472,331,498,129,516,0
487,552,553,535,526,416,476,534,429,119,523,474,331,500,134,517,0
481,544,553,533,522,414,475,535,428,118,523,475,332,500,137,518,0
