0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
523,560,24,498,539,300,470,103,442,27,466,466,513,537,531,528,2
525,561,24,499,540,302,470,98,443,27,468,467,514,538,532,528,2
524,561,26,499,539,302,470,96,442,27,467,466,514,537,531,528,2
525,561,25,499,540,302,470,101,443,28,466,466,514,538,531,528,2
524,561,25,498,540,300,470,98,443,26,467,466,514,538,531,528,2
523,560,24,500,539,300,470,100,443,26,466,465,514,538,531,528,2
524,560,24,500,539,300,470,98,443,26,466,465,514,537,531,528,2
523,560,26,499,538,295,470,102,442,27,466,464,514,538,531,527,2
523,560,26,501,539,299,470,105,443,29,466,465,514,538,531,528,2
524,561,25,500,539,299,470,101,443,28,466,465,514,538,531,528,2
