0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
504,544,539,525,522,431,471,497,449,432,516,546,481,489,528,527,0
505,544,539,526,522,411,471,497,449,432,516,546,481,489,528,527,0
505,545,540,526,523,470,472,498,449,434,517,546,482,490,529,528,0
506,546,540,527,523,420,472,499,450,436,517,547,483,491,530,528,0
506,546,540,527,524,415,472,499,451,436,518,548,483,491,531,528,0
508,545,540,527,523,460,472,499,450,436,517,547,483,491,530,528,0
511,547,541,527,522,407,472,499,450,438,518,547,484,492,531,528,0
510,546,543,527,523,456,472,498,450,439,518,548,484,492,530,529,0
506,546,540,527,525,440,472,502,450,440,518,547,484,493,530,528,0
506,546,540,527,525,413,472,502,450,441,518,548,484,492,531,529,0
