0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
191,542,535,560,523,443,448,165,470,454,529,515,240,489,527,538,1
194,543,535,560,523,443,449,160,470,453,529,516,238,489,528,540,1
188,543,536,561,524,444,449,156,470,454,529,515,239,490,528,540,1
188,543,536,561,524,444,449,157,471,455,529,516,239,490,529,540,1
182,543,536,562,524,445,450,159,471,456,530,516,240,491,529,540,1
177,544,537,561,526,445,450,151,471,457,530,517,244,491,530,540,1
180,544,537,561,525,445,450,147,471,457,530,517,245,492,530,540,1
177,544,537,562,526,445,451,142,472,459,530,516,244,492,530,540,1
183,545,537,562,526,445,451,121,471,457,530,517,246,493,531,541,1
181,545,537,562,528,446,451,121,472,459,531,517,245,493,531,541,1
