0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
519,525,471,484,523,458,459,483,477,425,409,454,508,537,447,484,3
517,512,340,524,489,445,464,364,472,344,346,454,510,536,388,471,3
449,503,475,526,484,427,458,319,471,316,343,425,513,540,313,475,3
477,526,519,516,485,450,453,367,477,393,367,447,506,539,423,479,3
492,534,528,512,488,447,452,386,478,405,403,445,507,538,433,485,3
488,528,547,522,489,475,343,57,482,532,268,406,521,530,313,426,3
507,541,544,506,496,476,360,156,452,560,474,423,503,522,415,502,3
507,541,543,513,489,472,382,185,459,560,478,447,507,527,432,503,3
508,541,543,514,493,472,388,179,464,560,483,453,507,528,433,504,3
509,542,543,515,494,473,389,146,466,561,484,455,508,529,435,505,3
