0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
443,491,467,480,445,296,421,386,424,346,458,413,433,486,392,432,0
440,485,463,473,440,294,416,380,420,344,453,410,426,480,386,424,0
430,482,461,474,443,293,415,378,419,340,450,407,428,479,399,417,0
438,488,466,481,448,304,421,383,424,338,454,410,437,486,412,435,0
444,493,472,484,451,306,424,385,428,345,457,415,440,489,415,447,0
446,495,474,485,454,309,425,386,430,349,460,419,441,490,414,425,0
450,495,475,483,451,299,426,387,432,354,463,422,438,492,401,432,0
441,492,473,482,458,307,424,386,431,356,462,421,435,489,398,442,0
447,496,477,486,460,309,427,390,437,371,468,426,422,490,393,417,0
442,493,472,484,459,311,424,385,434,369,466,424,427,487,390,428,0
