0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
540,514,511,513,508,435,445,448,470,488,466,514,502,517,451,496,3
540,513,511,513,507,390,446,447,469,488,468,515,501,517,452,496,3
539,514,511,513,508,478,446,448,469,488,466,514,501,516,452,496,3
539,513,510,513,508,428,446,448,469,488,469,515,502,517,454,497,3
540,514,511,513,510,392,446,448,469,488,467,515,502,517,454,496,3
540,514,511,513,510,502,446,447,469,488,469,515,502,518,455,498,3
540,514,511,513,510,425,446,448,469,488,468,515,502,518,455,496,3
540,515,511,514,510,386,447,448,470,489,469,515,503,519,455,497,3
543,518,514,516,513,444,449,450,472,491,471,518,506,521,458,499,3
542,517,513,516,513,442,449,449,472,492,471,518,505,521,458,500,3
