0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
371,81,214,308,405,323,353,413,338,432,414,463,391,380,365,393,5
371,82,215,308,405,323,353,413,339,432,415,463,392,381,365,393,5
372,82,216,309,406,324,354,414,339,432,415,463,392,381,366,393,5
373,82,217,310,407,325,354,414,340,433,416,465,393,382,367,394,5
373,83,216,310,407,325,354,414,340,432,415,464,392,381,366,394,5
373,81,215,311,407,325,354,414,340,432,415,464,393,382,366,395,5
373,82,216,311,407,325,354,415,341,433,415,465,393,382,367,395,5
374,83,217,312,408,325,355,415,341,433,416,465,393,382,367,395,5
374,82,216,312,408,326,355,415,341,433,416,465,393,382,366,395,5
373,82,216,312,408,326,354,414,341,432,416,465,393,382,366,395,5
