0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
489,496,521,480,516,485,448,528,450,427,477,540,444,469,530,502,0
468,492,521,480,512,408,441,491,453,451,466,499,417,477,524,510,0
486,499,523,477,512,412,438,514,454,447,471,507,444,487,526,509,0
488,501,524,479,515,428,439,516,456,448,474,510,453,490,528,510,0
489,502,527,482,516,394,441,519,457,452,477,512,458,493,531,512,0
492,507,528,484,516,469,443,521,458,453,479,514,460,494,532,513,0
493,507,529,485,517,380,443,521,459,456,480,516,463,496,532,514,0
496,511,530,485,512,470,444,529,460,435,481,517,465,497,533,515,0
496,511,529,486,514,422,444,526,460,446,482,516,466,497,534,514,0
495,509,530,485,517,397,444,525,460,456,481,517,467,497,533,515,0
