0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
464,542,518,505,539,443,464,507,420,295,499,466,447,484,513,517,0
463,541,518,505,539,443,464,506,420,293,499,466,447,484,512,517,0
465,541,517,504,536,439,463,506,420,296,498,466,446,484,512,516,0
461,541,517,505,536,439,463,506,421,296,498,466,446,484,512,516,0
461,540,516,504,536,439,463,505,421,298,498,467,446,484,512,516,0
460,540,516,504,536,439,462,506,422,299,498,467,446,485,511,516,0
461,541,517,504,536,439,463,506,422,298,498,467,447,485,512,516,0
461,539,516,504,535,438,462,506,422,300,498,466,446,484,511,515,0
460,538,514,503,534,438,461,504,422,300,497,466,445,484,510,514,0
461,538,516,503,534,439,462,506,423,301,498,467,446,484,511,515,0
