0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
517,557,466,502,513,238,473,520,475,403,513,477,453,542,326,509,2
516,557,466,503,514,242,473,519,476,404,514,479,453,543,327,509,2
520,558,469,503,513,230,473,521,476,402,512,479,456,544,331,510,2
520,558,470,503,514,239,473,522,476,403,513,478,456,543,332,510,2
521,558,472,503,513,245,473,522,476,404,514,479,456,543,332,510,2
520,559,471,503,514,246,473,523,476,404,512,478,457,544,333,510,2
520,558,471,503,514,244,474,522,476,404,513,479,457,544,334,510,2
520,558,471,504,514,243,474,522,476,405,514,480,457,544,334,511,2
520,559,471,503,514,240,474,522,476,405,512,479,458,545,335,511,2
520,558,470,504,514,242,474,522,475,405,514,479,458,544,335,511,2
