0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
504,549,393,526,524,426,414,36,478,472,481,537,91,509,504,483,1
504,549,391,526,524,441,415,35,478,473,481,537,89,509,504,483,1
504,549,394,526,525,510,415,37,478,473,482,538,93,510,504,484,1
504,550,393,527,525,451,417,37,479,474,482,538,90,510,505,485,1
504,550,393,526,526,417,417,36,479,474,483,538,89,510,505,485,1
505,550,401,526,526,454,417,36,479,474,483,538,93,510,505,486,1
505,550,398,527,527,518,418,34,479,476,483,539,90,512,506,486,1
504,550,395,526,526,448,418,36,479,475,483,538,91,511,506,487,1
504,552,401,525,528,419,417,35,479,477,484,540,96,511,505,486,1
504,552,408,525,528,431,417,35,479,477,484,541,102,511,505,487,1
