0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
516,541,553,505,504,325,475,520,471,560,426,493,502,547,514,508,2
517,541,553,505,505,327,475,522,472,560,425,493,503,547,515,507,2
517,542,553,505,505,327,475,522,473,559,425,492,504,547,514,508,2
501,542,554,507,505,327,475,523,473,559,428,494,504,547,515,509,2
494,537,514,501,503,248,476,524,474,559,428,495,501,548,518,510,2
520,549,514,505,507,261,476,518,474,560,432,499,503,549,521,511,2
522,550,517,506,507,274,477,519,475,561,433,499,503,549,521,512,2
522,550,518,506,508,282,476,520,475,560,432,498,504,550,521,512,2
522,549,518,506,508,281,476,521,475,560,431,497,504,550,521,512,2
521,550,519,507,508,283,477,521,476,560,432,498,504,549,521,512,2
