0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
462,553,434,509,537,432,463,515,430,304,496,462,477,495,530,510,0
461,553,436,509,536,431,464,517,431,309,498,465,478,496,531,511,0
467,555,427,511,536,430,466,515,426,256,466,458,478,496,532,506,0
465,554,436,509,536,432,464,508,432,301,499,468,478,495,532,512,0
465,551,437,509,539,435,464,503,434,313,499,470,478,496,532,511,0
463,552,403,514,542,439,466,502,435,309,500,476,427,483,460,506,0
458,553,391,513,545,440,466,501,435,315,499,476,407,472,444,504,0
466,551,415,507,542,436,465,501,430,284,462,458,476,494,527,507,0
464,555,420,509,538,434,466,502,416,237,442,441,479,496,529,505,0
466,555,424,511,539,435,467,502,401,188,420,434,476,489,532,505,0
