0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
372,503,375,502,545,455,454,512,476,517,488,466,459,507,513,519,3
372,504,373,502,545,416,455,512,476,517,490,467,461,508,515,520,3
368,504,375,504,545,497,454,512,476,517,489,468,460,508,514,519,3
372,505,373,502,545,423,455,513,476,517,491,469,463,509,515,520,3
368,506,373,503,545,422,455,513,477,518,490,470,462,509,516,520,3
369,506,372,503,545,464,455,513,476,517,491,471,462,510,516,521,3
370,507,370,504,545,404,456,513,476,518,491,471,462,509,517,521,3
369,507,371,504,546,468,455,514,476,518,491,471,463,510,517,521,3
370,507,364,503,545,454,455,513,476,517,492,471,462,510,517,521,3
367,508,366,505,546,412,455,513,476,518,491,472,462,510,517,521,3
