0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
520,541,356,516,517,433,468,546,471,482,534,538,477,533,545,520,0
522,542,362,517,517,434,468,546,471,482,534,538,477,534,545,521,0
522,542,366,517,518,434,468,546,471,483,535,539,477,535,545,521,0
522,542,365,518,519,435,469,547,473,484,535,540,478,535,546,521,0
522,543,371,517,520,436,469,547,472,484,535,540,479,535,545,521,0
522,543,376,518,519,435,469,548,473,484,535,541,478,536,546,522,0
523,544,378,518,520,436,469,548,474,485,536,541,479,536,546,522,0
523,544,379,518,520,436,469,548,474,485,536,541,479,536,546,522,0
523,543,378,518,520,436,469,548,473,485,536,541,479,536,545,522,0
521,544,381,518,520,436,468,549,473,484,536,541,480,536,546,522,0
