0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
375,487,324,487,522,462,469,489,479,469,431,455,511,546,498,493,3
367,481,318,492,522,462,472,490,480,469,435,457,512,547,500,496,3
365,485,327,493,522,463,472,492,481,470,437,457,512,547,498,495,3
359,485,327,494,523,463,473,491,481,469,439,458,513,548,500,496,3
352,488,326,496,523,463,473,492,482,469,441,459,512,548,500,497,3
344,487,328,498,523,463,474,490,483,470,443,460,513,549,502,499,3
345,492,322,496,524,464,473,490,483,469,441,460,513,549,500,498,3
343,494,322,497,525,464,474,490,483,470,443,461,513,549,499,498,3
339,494,324,499,525,464,474,489,484,470,445,461,513,549,502,500,3
338,496,320,496,525,464,473,489,483,470,443,461,514,550,500,498,3
