0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
41,516,279,528,517,407,454,489,465,26,498,409,505,565,483,548,1
47,517,281,528,518,407,454,501,465,27,497,409,505,565,483,547,1
42,518,275,528,520,407,454,497,465,26,498,409,505,565,484,548,1
40,519,279,529,519,407,454,500,465,26,498,409,505,565,484,547,1
41,519,281,530,520,408,455,502,467,27,499,410,506,566,486,548,1
40,519,283,529,519,407,454,501,466,27,497,409,506,565,486,547,1
41,519,280,530,519,407,455,497,467,27,498,410,506,565,486,547,1
42,519,281,530,519,407,455,491,467,27,499,412,506,566,486,547,1
40,520,284,530,520,408,455,504,467,26,499,411,507,566,487,548,1
42,521,286,530,521,409,456,509,467,28,500,410,508,566,487,548,1
