0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
511,518,421,517,508,465,466,495,486,511,439,431,508,531,399,430,3
515,507,389,523,491,467,467,490,486,511,440,431,507,531,400,432,3
504,514,407,522,522,459,465,489,486,511,441,433,509,531,401,432,3
506,514,411,522,523,461,465,490,485,511,441,433,508,531,400,426,3
505,514,412,525,523,461,467,489,485,509,441,434,508,531,385,399,3
504,513,409,527,523,460,468,484,485,509,441,435,507,531,377,400,3
503,513,416,526,524,458,468,485,485,509,441,435,507,531,370,400,3
508,514,387,526,500,443,467,491,485,511,440,436,506,532,369,400,3
511,515,397,523,505,460,466,490,485,509,441,434,507,531,379,408,3
512,520,408,524,517,461,466,487,485,511,443,438,508,532,382,413,3
