0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
241,538,68,549,541,308,492,92,471,209,469,483,469,533,474,500,2
276,538,37,541,547,321,493,227,471,202,472,481,444,529,510,504,2
277,538,43,543,549,317,493,201,470,199,471,482,475,532,512,503,2
265,539,46,545,552,320,493,186,471,203,473,483,471,531,506,504,2
235,538,50,545,553,322,493,181,471,201,474,484,477,532,504,504,2
203,538,42,545,552,321,493,186,471,204,475,484,471,532,503,505,2
212,539,51,545,554,326,493,175,471,195,475,484,478,532,506,505,2
219,539,53,546,554,323,492,162,471,192,475,484,478,532,507,505,2
192,539,47,546,555,320,493,184,471,194,476,484,476,533,507,506,2
130,540,45,546,558,302,492,187,471,198,477,485,482,533,510,506,2
