0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
308,527,34,523,544,496,473,415,487,497,531,506,299,508,350,521,1
307,527,34,523,544,461,472,415,486,497,532,507,299,508,352,521,1
306,528,34,524,544,440,473,415,487,497,532,508,299,508,355,522,1
307,528,35,524,545,469,474,419,487,499,532,510,302,509,356,522,1
310,529,34,525,545,442,475,423,488,500,531,511,306,509,355,521,1
317,528,35,523,544,447,474,425,487,500,530,510,306,508,356,520,1
315,530,34,525,546,498,475,425,488,501,533,511,304,509,359,522,1
311,529,34,524,546,467,475,424,488,500,533,511,301,509,361,523,1
310,528,33,524,545,440,474,424,488,500,534,511,301,508,362,524,1
310,528,31,524,545,450,474,423,487,499,532,510,300,508,363,522,1
