0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
459,531,112,443,529,381,478,483,491,469,531,464,337,521,375,491,2
458,531,111,441,530,381,478,482,491,469,531,463,336,520,374,491,2
455,529,111,439,534,387,478,484,491,470,531,463,330,520,374,491,2
402,525,113,433,539,387,477,485,491,473,533,465,291,519,373,492,2
397,513,124,384,545,407,468,488,489,426,537,456,257,495,374,494,2
412,524,120,417,541,382,471,466,492,401,516,451,297,524,385,489,2
414,523,127,419,541,397,473,484,492,435,520,450,326,525,385,488,2
415,523,128,419,541,399,473,487,492,440,521,452,329,525,386,489,2
416,523,126,417,540,397,471,484,492,444,521,454,330,525,388,489,2
396,521,126,418,540,396,472,484,491,444,523,458,332,523,389,487,2
