0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
199,520,443,550,519,439,446,216,444,218,515,489,76,479,469,514,1
204,512,309,545,521,424,457,239,457,312,505,478,38,486,474,511,1
48,515,382,429,543,513,451,64,470,508,395,500,47,443,108,370,1
358,530,70,478,528,527,459,84,472,507,456,512,37,479,248,438,1
413,535,45,506,530,520,460,29,468,496,496,502,31,482,317,469,1
427,546,26,508,532,460,460,24,471,502,501,511,27,484,332,477,1
403,542,30,516,536,434,459,25,469,500,504,513,29,486,338,481,1
442,550,35,511,537,441,460,24,474,510,488,512,29,488,346,477,1
427,547,38,512,537,445,461,25,474,508,500,515,29,489,357,483,1
445,552,26,513,537,490,463,27,475,512,498,518,27,489,364,484,1
