0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
491,525,401,531,529,415,477,502,482,527,422,468,507,546,364,481,3
491,526,401,531,529,421,477,502,483,527,423,468,507,546,365,482,3
492,527,401,531,530,466,478,502,483,527,424,469,508,546,366,482,3
492,526,402,532,530,414,478,503,484,527,424,469,507,547,367,482,3
492,527,402,531,530,425,477,503,483,528,425,470,508,547,367,482,3
492,527,403,532,530,478,478,503,484,527,425,470,508,547,368,483,3
492,527,402,532,531,416,477,503,483,528,426,471,508,548,369,483,3
493,527,402,532,530,423,477,502,484,528,426,470,508,547,369,483,3
493,528,399,531,531,472,477,503,484,528,425,471,508,547,370,484,3
494,528,394,532,531,416,478,503,484,529,426,471,507,547,369,484,3
