0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
530,548,510,522,535,473,475,501,479,487,469,467,509,548,392,509,3
526,545,507,518,532,470,472,497,477,484,467,464,507,544,390,505,3
526,545,506,518,531,469,472,496,476,484,465,463,505,543,388,504,3
525,544,505,516,531,469,471,496,476,484,465,463,506,544,388,505,3
525,545,505,518,530,469,471,496,475,483,465,463,505,543,389,505,3
523,543,503,515,528,467,469,495,473,482,463,461,503,541,387,502,3
528,548,508,521,534,471,474,499,478,486,467,466,508,546,390,507,3
527,546,508,520,533,471,473,498,477,485,467,464,507,545,392,506,3
527,547,507,519,533,471,472,499,477,485,466,465,507,545,389,506,3
526,546,507,519,532,470,472,499,476,484,466,465,506,545,391,505,3
