0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
518,561,25,503,527,209,475,62,437,27,477,465,464,517,508,528,2
520,562,24,504,527,208,475,64,438,27,478,466,465,519,509,528,2
520,561,26,504,528,217,475,65,440,26,478,466,466,520,509,528,2
519,561,26,504,529,213,475,65,440,27,479,468,466,520,509,529,2
517,562,24,504,529,217,476,65,441,27,479,467,467,521,510,529,2
518,562,25,505,529,219,475,67,441,27,479,468,466,521,510,529,2
518,562,26,505,530,216,475,67,442,27,480,468,468,522,510,529,2
518,562,25,505,530,216,476,66,442,28,480,468,468,522,510,530,2
519,562,24,505,530,219,476,70,443,28,480,468,468,523,511,530,2
518,562,24,505,530,219,476,67,443,28,480,469,470,523,511,530,2
