0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
433,554,153,520,521,375,415,41,465,249,522,473,75,528,364,489,1
418,529,206,526,522,375,436,23,461,80,491,455,54,525,349,482,1
161,523,26,512,528,334,442,21,469,190,508,469,76,527,334,489,1
430,537,360,518,518,370,444,30,459,169,516,472,178,523,368,499,1
416,542,311,520,524,356,448,31,466,189,519,480,176,527,370,503,1
407,543,290,520,527,354,448,30,468,188,521,484,181,529,372,503,1
412,545,324,520,525,365,438,38,470,187,521,487,187,531,366,503,1
360,549,207,521,534,423,408,30,473,176,521,489,141,532,350,503,1
364,549,166,523,538,437,416,28,470,130,521,489,132,531,359,504,1
360,549,154,522,539,439,419,29,472,157,521,490,122,532,356,504,1
