0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
441,545,180,535,518,371,469,29,406,24,524,488,442,492,529,539,2
443,545,182,535,518,370,470,30,407,24,524,488,443,492,531,540,2
442,546,185,535,518,371,470,30,408,26,524,488,444,493,531,540,2
445,546,186,536,519,370,471,30,408,26,524,488,445,493,531,541,2
444,546,185,536,519,370,470,28,409,26,525,489,446,494,532,541,2
445,547,181,536,519,368,471,27,410,26,526,489,447,495,532,541,2
444,547,184,536,520,370,471,28,410,26,525,489,448,495,532,542,2
446,547,180,537,520,367,471,28,410,27,526,489,447,495,532,541,2
446,547,182,537,521,366,471,28,411,27,525,489,447,496,533,541,2
447,547,180,537,520,367,472,27,412,27,526,490,447,496,533,542,2
