0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
425,510,401,536,499,459,483,427,462,196,348,346,533,531,443,473,3
485,539,414,527,534,472,476,469,475,433,448,436,512,533,417,488,3
489,541,433,529,536,473,477,475,475,435,452,445,519,533,459,492,3
491,542,436,530,536,473,477,476,476,437,453,447,520,534,464,494,3
492,542,439,529,537,474,477,478,476,440,454,449,521,535,465,494,3
493,543,442,529,539,475,478,480,477,442,455,449,523,535,466,495,3
494,544,442,531,538,475,478,480,477,442,456,450,523,536,468,496,3
494,544,444,530,539,476,478,481,478,445,456,451,524,537,469,496,3
495,545,445,531,539,476,479,482,478,445,457,451,525,537,469,497,3
495,545,445,531,539,477,478,483,478,445,458,452,524,537,470,497,3
