0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
304,537,291,552,543,436,454,148,512,470,543,508,111,528,331,449,1
284,537,270,550,545,438,455,136,512,468,542,510,111,529,325,446,1
284,537,281,550,545,439,456,138,512,466,544,511,111,530,328,449,1
290,537,301,551,547,442,457,150,512,465,545,512,112,531,330,453,1
293,536,311,550,546,443,457,150,512,465,545,512,112,531,331,454,1
294,536,312,550,546,443,457,150,512,465,546,512,112,531,331,455,1
295,536,313,550,546,444,457,152,511,464,546,512,112,531,332,455,1
295,536,313,550,546,444,458,148,512,464,546,512,112,532,332,456,1
295,536,314,550,546,445,458,147,511,464,546,512,112,532,333,457,1
295,536,315,550,546,445,458,148,511,465,546,512,112,532,333,457,1
