0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
515,556,375,517,513,438,477,70,424,26,441,448,519,546,532,537,2
515,556,375,518,513,440,477,65,425,26,443,450,519,547,533,538,2
515,557,376,519,514,489,478,65,426,26,443,451,520,547,534,537,2
515,556,380,520,514,465,478,64,426,26,444,452,520,547,534,538,2
516,556,381,519,514,434,478,62,427,27,444,453,520,548,534,538,2
517,556,391,520,514,440,478,59,428,26,446,453,520,547,534,537,2
518,556,392,520,514,490,478,62,428,26,446,454,520,548,533,538,2
517,556,391,521,515,467,479,68,429,26,446,455,520,548,534,538,2
517,557,393,521,515,434,479,67,429,26,447,455,521,549,534,538,2
518,557,395,521,516,450,479,67,429,25,447,455,521,548,534,538,2
