0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
512,511,483,512,494,470,447,412,474,438,428,418,492,540,284,416,3
511,511,483,511,494,469,446,411,474,437,427,418,491,539,283,416,3
511,511,482,511,494,469,446,411,473,436,428,418,491,539,285,416,3
511,511,482,513,494,469,447,413,473,436,428,419,491,539,285,417,3
511,511,481,516,497,469,449,415,474,435,429,420,491,539,283,418,3
509,511,478,511,495,466,445,412,471,433,428,419,489,536,282,416,3
507,508,477,508,492,465,444,411,470,431,426,417,487,534,283,415,3
506,508,478,508,491,465,443,411,469,431,426,418,487,534,284,416,3
506,508,478,508,492,465,443,411,470,431,427,419,487,534,286,416,3
506,507,478,508,492,465,443,412,469,431,427,419,487,534,286,416,3
