0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
341,515,33,489,538,499,454,503,484,552,488,497,41,503,419,496,1
341,514,32,489,538,476,453,502,483,552,488,497,40,501,420,497,1
343,515,32,489,538,426,453,498,482,553,487,498,41,501,419,494,1
345,515,32,489,539,497,454,502,483,551,490,498,42,502,429,499,1
344,515,32,489,538,482,454,503,482,551,489,498,40,502,427,497,1
345,515,33,489,538,424,453,505,482,551,489,498,40,501,428,498,1
347,514,33,489,537,436,453,504,481,550,489,497,41,501,429,497,1
344,514,33,487,535,513,452,506,480,550,489,497,40,500,429,496,1
340,519,33,488,526,445,455,514,483,550,494,501,40,503,429,494,1
351,518,32,486,525,424,455,517,482,548,498,504,41,503,427,492,1
