0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
532,532,425,504,508,385,466,447,479,411,455,475,524,533,467,491,3
532,532,430,506,508,385,467,448,480,416,456,475,524,534,468,492,3
532,532,434,509,508,386,468,445,481,419,458,476,524,534,470,493,3
533,533,434,507,510,387,467,447,481,418,458,476,525,535,465,491,3
534,534,433,507,510,387,467,449,481,419,457,477,525,536,463,491,3
533,534,434,510,510,386,468,447,481,421,459,477,526,536,466,493,3
534,534,433,509,511,387,468,447,482,422,459,478,526,536,463,491,3
534,534,431,508,512,387,469,449,482,421,458,478,527,537,462,491,3
534,534,435,511,511,387,469,446,482,422,461,478,527,537,467,494,3
534,535,436,512,512,387,469,444,482,423,462,478,527,537,474,495,3
