0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
461,531,34,474,541,508,466,57,435,39,489,404,521,553,535,531,2
460,531,33,475,541,462,467,59,436,40,489,404,521,553,535,531,2
461,532,33,476,541,435,468,61,436,41,489,404,521,554,536,531,2
459,532,33,477,542,444,467,62,436,40,489,405,522,553,535,531,2
458,533,33,478,543,524,468,59,436,42,490,406,522,553,536,531,2
459,533,32,478,543,467,468,63,437,42,490,407,522,553,535,531,2
458,534,32,479,543,432,468,65,437,42,491,407,521,553,536,531,2
455,533,33,480,543,438,468,62,437,41,491,408,521,553,536,532,2
456,534,32,480,543,490,469,66,438,39,490,407,521,553,536,532,2
453,534,33,480,543,522,469,63,438,42,491,409,521,552,535,532,2
