0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
428,456,434,357,469,394,343,454,111,345,128,442,397,203,236,452,5
428,455,435,358,469,393,344,454,113,347,130,442,397,205,241,452,5
429,455,436,359,469,394,345,455,116,348,131,443,398,207,245,452,5
430,456,437,361,469,395,345,456,118,350,132,444,399,209,248,453,5
431,456,438,363,469,395,347,457,121,352,134,444,400,211,253,453,5
431,455,439,363,469,395,346,456,123,352,136,444,399,211,255,452,5
432,456,440,365,470,397,348,458,126,354,137,446,401,212,257,454,5
432,457,441,367,470,397,348,458,128,355,139,446,401,213,261,454,5
432,456,441,367,469,397,348,458,128,356,140,447,401,214,261,454,5
432,456,441,368,469,397,348,458,130,356,141,446,401,215,263,454,5
