0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
441,540,528,505,529,407,468,529,472,501,462,462,503,538,382,501,3
442,541,528,508,529,407,468,529,472,501,463,462,503,539,384,502,3
443,542,530,508,531,409,469,530,474,504,463,464,506,541,383,503,3
444,543,531,513,533,410,471,531,475,505,465,465,505,541,387,505,3
444,544,532,513,534,411,471,532,476,506,465,466,508,543,387,505,3
445,543,531,511,532,411,470,531,475,506,464,466,506,542,385,504,3
444,543,532,512,532,412,470,532,475,505,465,465,506,542,388,505,3
445,543,532,511,533,411,470,531,475,505,465,465,506,542,387,504,3
445,543,531,510,532,411,470,531,475,506,464,465,506,542,386,504,3
445,543,532,512,533,412,470,532,475,505,465,465,506,541,388,505,3
