0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
455,546,438,536,525,429,435,354,483,529,522,516,309,499,270,495,1
457,548,437,537,526,476,437,346,485,531,524,518,310,500,274,496,1
455,548,435,537,526,426,437,335,484,531,524,518,310,500,277,497,1
455,550,435,537,527,428,438,335,484,531,525,519,312,501,279,498,1
455,550,434,538,527,482,439,334,485,532,526,520,313,502,280,499,1
455,550,434,538,528,444,439,335,485,532,527,520,311,502,282,500,1
456,550,432,538,527,423,436,324,485,532,526,520,305,502,283,501,1
455,552,432,538,529,436,435,326,486,532,527,521,306,502,284,501,1
455,552,431,539,528,482,439,332,487,533,527,521,314,503,285,501,1
456,552,430,540,528,437,442,335,486,534,527,522,316,503,284,501,1
