0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
523,551,522,507,552,418,459,454,458,173,513,511,459,513,500,519,0
524,551,523,507,552,510,459,455,458,174,514,511,459,513,500,520,0
522,550,522,507,551,432,458,453,458,174,513,510,459,513,500,519,0
522,550,522,507,551,416,459,453,458,175,513,511,459,513,501,520,0
523,550,523,508,552,501,458,454,458,175,514,511,459,514,501,520,0
523,550,523,507,551,471,458,453,458,176,513,511,459,513,500,520,0
521,549,522,507,550,408,458,453,457,176,513,510,459,512,500,520,0
523,550,523,509,551,433,459,455,458,176,514,511,460,514,501,521,0
519,546,520,505,547,496,456,450,456,176,510,508,456,510,498,517,0
520,546,520,504,548,404,455,451,455,177,510,508,455,509,497,516,0
