0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
483,532,442,543,527,483,464,402,481,440,477,473,526,523,440,478,3
484,533,441,543,528,483,465,403,481,439,478,473,526,523,446,479,3
484,533,441,543,528,484,465,404,481,441,478,474,526,524,446,480,3
485,534,442,543,528,483,465,403,481,442,478,475,526,523,444,479,3
485,534,442,543,529,483,465,403,481,440,479,474,526,523,450,480,3
485,534,442,543,529,484,466,404,482,442,480,475,527,524,450,481,3
486,534,442,543,529,484,465,404,482,443,479,476,527,524,447,481,3
486,534,442,543,529,484,465,403,482,442,480,476,526,525,451,482,3
487,535,443,544,529,484,466,402,482,442,480,477,527,525,453,482,3
487,535,444,543,529,484,466,402,482,444,480,477,527,525,450,482,3
