0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
367,549,33,512,482,284,444,26,412,67,445,443,467,527,519,535,2
499,550,96,504,504,297,444,40,405,27,429,429,484,533,524,532,2
509,550,142,506,506,312,444,33,407,30,437,433,475,530,522,534,2
493,552,45,507,511,249,446,27,411,41,443,439,480,532,525,535,2
512,551,41,509,512,297,447,29,411,35,447,442,476,528,523,535,2
490,546,103,510,514,328,446,24,404,25,444,447,486,533,514,530,2
505,551,93,506,515,335,444,27,414,25,411,441,493,543,511,522,2
511,552,252,506,515,340,441,29,404,26,365,422,501,545,520,501,2
509,550,243,508,515,347,446,28,411,25,398,429,482,539,528,522,2
502,548,205,507,517,342,452,49,416,42,415,438,481,534,532,528,2
