0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
470,531,544,518,542,453,473,551,473,376,524,499,477,527,535,534,0
471,531,543,518,542,453,473,551,472,375,524,498,477,527,535,534,0
471,530,544,518,543,454,473,552,472,378,524,498,477,527,535,534,0
471,531,544,519,542,453,473,552,473,378,524,499,477,527,535,534,0
472,531,544,518,543,453,473,552,472,376,524,498,477,527,535,534,0
472,531,544,518,542,454,473,552,472,379,524,498,476,527,535,534,0
471,531,544,518,542,453,473,550,472,381,524,498,478,527,535,534,0
471,531,544,519,542,453,473,551,473,384,524,499,477,528,536,534,0
471,532,543,519,543,454,473,551,472,383,524,498,477,527,535,534,0
471,532,544,519,543,454,473,551,472,383,524,498,478,527,535,534,0
