0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
479,429,390,430,505,418,381,380,359,241,224,445,421,381,384,450,5
479,430,391,432,505,482,382,379,360,241,224,445,421,381,384,450,5
479,430,390,430,504,533,382,379,360,242,224,445,422,383,384,450,5
479,430,391,431,506,460,381,380,360,243,226,446,422,383,384,450,5
479,431,392,431,505,416,381,381,361,242,227,445,422,383,384,451,5
479,430,391,431,505,447,381,381,361,245,226,445,421,383,385,451,5
480,431,392,431,505,540,382,382,362,244,227,446,422,383,384,450,5
479,431,393,431,505,474,382,381,360,245,226,445,422,382,386,451,5
480,432,393,431,505,415,383,382,361,244,228,446,423,384,386,451,5
480,432,393,431,505,432,382,381,361,245,229,446,423,384,387,452,5
