0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
506,556,111,445,544,369,474,516,466,428,511,536,521,524,440,457,2
506,556,110,445,543,369,474,515,466,428,511,536,521,524,440,457,2
506,556,112,445,543,369,473,515,466,428,511,535,521,524,440,457,2
506,556,110,445,543,369,474,515,466,427,511,536,521,524,440,457,2
506,555,110,446,543,369,474,515,466,428,511,536,521,524,440,457,2
505,555,111,446,543,368,473,515,466,428,510,535,520,524,440,458,2
506,555,113,446,543,369,473,515,466,427,510,535,521,524,441,458,2
505,555,113,445,543,368,473,514,466,427,510,535,521,524,441,458,2
505,555,111,446,543,368,473,514,466,427,510,535,520,524,441,458,2
505,555,111,446,543,368,473,514,466,427,510,535,520,524,441,458,2
