0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
500,486,59,481,550,523,495,534,447,66,488,498,500,539,478,494,2
512,498,59,482,551,510,495,532,448,68,490,499,499,538,486,496,2
514,501,51,482,550,427,495,532,449,71,492,500,499,539,487,497,2
514,503,49,483,550,431,494,532,449,66,492,500,500,539,490,498,2
515,504,48,484,551,509,495,532,450,65,493,501,500,539,491,498,2
514,505,46,485,550,482,495,532,449,64,493,502,500,539,491,499,2
514,505,44,485,550,420,495,532,449,64,494,502,500,539,491,499,2
514,506,44,485,551,439,495,532,450,65,494,502,500,540,492,500,2
514,507,44,487,551,526,496,533,450,52,493,501,501,540,490,499,2
499,503,37,487,551,475,496,531,451,58,495,502,500,540,491,500,2
