0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
3444,534,504,530,479,329,465,547,482,530,494,525,416,569,40,484,1
451,540,489,521,487,297,467,552,483,538,489,526,384,571,31,458,1
447,534,506,529,480,308,467,554,483,539,499,526,430,569,34,485,1
448,533,503,528,481,313,466,554,481,538,505,526,448,566,55,494,1
454,534,506,529,481,311,467,556,481,536,508,527,454,566,66,497,1
456,539,504,529,485,297,466,553,482,540,508,527,453,567,51,497,1
445,537,499,528,484,293,463,440,482,544,504,529,454,567,37,486,1
447,537,500,529,487,326,464,549,482,543,501,528,455,567,34,482,1
447,538,499,529,488,328,464,549,482,543,501,528,453,567,34,473,1
452,537,497,531,485,327,465,553,481,541,503,528,456,566,42,481,1
