0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
485,534,511,510,534,463,471,533,455,456,516,501,486,495,524,515,0
485,534,511,511,534,463,471,533,456,457,516,501,486,495,524,515,0
486,534,511,511,535,463,471,534,456,457,517,501,486,496,525,516,0
486,535,512,511,535,464,472,534,456,457,517,502,487,497,526,516,0
487,536,513,512,536,465,472,535,457,458,518,503,488,499,526,517,0
487,536,513,513,536,465,472,536,458,458,518,503,487,498,526,517,0
486,536,512,512,535,464,472,535,457,458,518,503,487,499,526,517,0
487,536,513,513,536,465,473,536,458,459,518,503,488,499,527,517,0
487,536,513,513,536,465,473,536,458,459,519,503,488,501,527,518,0
487,537,513,513,536,465,473,536,459,459,519,504,488,500,527,518,0
