0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
475,548,306,515,513,351,451,42,428,57,456,430,471,528,507,532,2
505,552,38,514,515,291,454,36,432,59,455,411,472,534,516,535,2
494,556,26,515,520,322,455,38,433,72,462,434,460,530,514,536,2
495,553,50,517,520,331,455,35,432,60,465,442,468,529,515,536,2
498,549,140,518,518,349,454,30,432,45,465,445,469,530,516,535,2
508,549,173,520,517,363,453,28,430,25,465,449,469,531,516,534,2
515,553,409,512,517,367,442,37,384,27,381,446,508,542,492,502,2
512,553,237,512,520,362,449,37,415,27,425,451,489,540,524,526,2
510,553,185,513,522,364,452,37,417,32,438,457,487,538,525,530,2
500,553,90,513,523,340,456,43,425,46,453,458,480,539,524,536,2
