0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
284,521,33,508,546,432,421,147,470,439,504,512,422,528,516,481,1
287,522,34,508,545,451,422,145,470,438,505,513,425,528,516,482,1
290,525,32,511,549,501,425,141,473,441,508,515,427,531,520,484,1
292,525,34,512,549,432,426,140,473,441,508,515,430,532,520,485,1
293,525,32,511,549,444,426,137,473,442,508,515,429,531,520,485,1
293,525,33,512,549,489,427,132,473,442,508,515,431,531,520,485,1
291,525,32,511,547,432,427,138,473,443,508,515,433,531,519,485,1
289,524,32,510,547,479,427,137,472,442,507,514,433,530,519,484,1
288,522,32,514,547,480,425,109,472,445,507,515,435,530,520,485,1
259,528,33,515,547,437,427,76,474,447,510,518,441,532,523,487,1
