0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
501,516,520,533,533,443,438,532,469,508,491,453,523,536,443,494,3
502,517,520,533,534,424,439,532,470,511,492,454,523,537,441,494,3
502,518,522,533,535,479,439,532,471,513,491,455,524,539,437,494,3
503,518,522,534,534,437,440,532,471,513,493,456,524,538,441,496,3
503,519,522,534,534,428,440,533,471,513,495,457,524,538,447,497,3
504,520,522,535,535,483,441,533,471,515,495,459,524,539,448,498,3
504,520,522,535,535,425,442,533,472,516,495,460,524,539,448,498,3
504,521,522,535,535,429,442,534,472,517,496,461,524,539,449,499,3
504,522,522,535,535,472,442,534,472,518,496,462,525,540,449,499,3
504,522,522,535,536,423,442,532,473,519,495,463,526,540,444,498,3
