0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
523,550,146,470,488,415,482,498,483,479,481,541,404,513,304,468,2
524,551,141,469,490,470,484,500,484,481,483,542,406,515,302,470,2
524,551,139,470,491,422,484,500,484,482,483,542,407,516,301,471,2
524,551,141,473,491,421,484,501,484,483,484,543,406,516,301,473,2
524,552,136,475,492,472,484,501,484,484,484,543,406,517,299,473,2
524,552,138,475,492,424,484,501,485,485,485,544,406,517,300,474,2
524,553,136,476,494,453,484,491,485,485,486,544,407,518,287,475,2
521,558,107,478,496,442,484,502,486,495,458,535,407,514,297,451,2
524,555,111,481,495,422,484,505,485,495,469,539,405,516,323,460,2
524,556,104,484,496,464,485,507,485,496,472,540,407,517,331,462,2
