0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
531,537,549,512,482,312,475,501,484,407,488,463,480,548,299,520,2
531,538,549,513,483,314,476,502,485,412,489,465,480,547,302,520,2
531,540,550,512,484,313,476,503,484,410,488,464,481,548,304,520,2
531,539,551,512,483,309,476,505,485,410,488,464,482,548,307,520,2
531,540,552,514,485,312,477,505,485,413,491,466,482,548,308,521,2
532,541,551,513,485,308,476,506,485,411,489,465,484,548,308,520,2
533,541,551,512,484,305,476,507,485,407,489,464,486,549,313,520,2
531,541,552,514,484,308,477,507,485,411,490,465,484,549,312,521,2
532,541,552,513,485,307,476,507,485,413,489,465,486,548,313,520,2
533,542,553,513,485,306,476,508,485,410,489,465,487,549,314,520,2
