0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
404,510,313,470,484,309,443,381,442,360,463,424,445,528,460,465,2
440,519,356,474,481,310,440,366,441,343,446,424,487,528,496,466,2
412,487,343,472,493,320,441,377,438,354,445,422,479,521,497,475,2
434,493,340,470,486,320,440,374,434,357,457,423,471,514,494,486,2
436,497,350,471,484,314,438,355,434,351,453,424,482,516,490,458,2
435,506,346,475,483,315,440,348,435,340,454,426,488,518,497,474,2
443,497,350,469,475,314,438,376,432,353,453,424,472,514,493,486,2
451,501,334,479,494,336,451,395,445,369,470,436,477,523,506,476,2
435,503,329,476,486,324,444,370,439,354,466,432,490,520,496,470,2
443,512,345,481,482,323,445,371,441,359,463,433,493,522,497,476,2
